Name,Specialties,Gender,Language,City,Zipcode,Overall_Ratings,Total_Reviews,Wait_Time_Score,Manner_Score,Video_Visit,Doc_Urls
"Dr. Madhu Sharma, MD",Pediatric Cardiologist,Female,English,"Bronx, NY",10467,4.83,6 reviews,4.00,5.00,False,https://www.zocdoc.com/doctor/madhu-sharma-md-215549
"Dr. Christina Yang, MD","Pediatric Otolaryngologist, Ear, Nose & Throat Doctor",Female,English,"Bronx, NY",10467,5.00,10 reviews,4.00,5.00,False,https://www.zocdoc.com/doctor/christina-yang-md-186355
"Dr. Chitoor Govindaraj, MD","Pulmonologist, Internist, Primary Care Doctor",Male,English,"Brooklyn, NY",11209,4.19,90 reviews,2.78,4.33,False,https://www.zocdoc.com/doctor/chitoor-govindaraj-md-24229
"Carlos Haber, LCSW",Psychotherapist,Male,"English
Spanish
Portuguese","Sunnyside, NY",11104,4.79,126 reviews,4.89,4.86,False,https://www.zocdoc.com/professional/carlos-haber-lcsw-189401
"Margaret (Maggie) Vaughan, PhD, LMFT",Psychotherapist,Female,English,"New York, NY",10019,4.87,45 reviews,4.96,4.93,True,https://www.zocdoc.com/professional/margaret-maggie-vaughan-phd-lmft-51251
"Dr. Roman Isaac, MD",Orthopedic Surgeon,Male,English,"Hoboken, NJ",07030,4.55,75 reviews,4.38,4.59,False,https://www.zocdoc.com/doctor/roman-isaac-md-288242
"Yasmine Alwan, LCSW, MA",Psychotherapist,Female,English,"New York, NY",10003,5.00,8 reviews,5.00,5.00,True,https://www.zocdoc.com/professional/yasmine-alwan-lcsw-ma-245703
"Dr. Neil Zwiebel, DPM",Podiatrist,Male,English,"New York, NY",10036,4.74,395 reviews,4.84,4.70,False,https://www.zocdoc.com/doctor/neil-zwiebel-dpm-46290
"Dr. Siri Smith, DC",Chiropractor,Female,English,"New York, NY",10022,5.00,10 reviews,5.00,5.00,False,https://www.zocdoc.com/doctor/siri-smith-dc-292291
"Dr. Lisa Jackson, MD",OB-GYN,Female,English,"New York, NY",10028,4.98,190 reviews,4.68,4.99,False,https://www.zocdoc.com/doctor/lisa-jackson-md-173088
"Dr. Rayze Simonson, MD",OB-GYN,Female,"English
French
Hebrew","New York, NY",10024,4.84,1041 reviews,4.13,4.85,False,https://www.zocdoc.com/doctor/rayze-simonson-md-14209
"Steve Akchayan, MA",Psychotherapist,Male,English,"New York, NY",10005,None,None,None,None,True,https://www.zocdoc.com/professional/steve-akchayan-ma-295800
"Ronald Murphy, PhD","Psychologist, Psychotherapist",Male,English,"New York, NY",10028,5.00,7 reviews,5.00,5.00,True,https://www.zocdoc.com/professional/ronald-murphy-phd-160397
"Dr. Robert A Udesky, MD","Internist, Primary Care Doctor",Male,English,"New York, NY",10016,4.64,39 reviews,3.69,4.72,True,https://www.zocdoc.com/doctor/robert-a-udesky-md-3758
"Dr. Sookwook Lee, MD","Family Physician, Primary Care Doctor",Female,"English
Korean","New York, NY",None,4.51,2115 reviews,4.39,4.62,True,https://www.zocdoc.com/doctor/sookwook-lee-md-57413
"Dr. Larisa Tkach, DDS","Dentist, Cosmetic Dentist",Female,"English
Russian","New York, NY",10036,4.91,87 reviews,4.95,4.98,False,https://www.zocdoc.com/dentist/larisa-tkach-dds-286410
"Dr. Stella Oh, DDS","Prosthodontist, Dentist, Cosmetic Dentist",Female,"English
Spanish
Korean","New York, NY",10017,4.92,137 reviews,4.69,4.90,False,https://www.zocdoc.com/dentist/stella-oh-dds-6997
"Dr. Jessica Feig, MD",Dermatologist,Female,English,"New York, NY",10128,5.00,None,5.00,5.00,False,https://www.zocdoc.com/doctor/jessica-feig-md-295617
"Dr. Abigail Chen, MD","Internist, Primary Care Doctor",Female,"English
Spanish","New York, NY",None,4.86,281 reviews,4.53,4.83,True,https://www.zocdoc.com/doctor/abigail-chen-md-36686
"Dr. Vincent Huang, MD",Physiatrist,Male,English,"New York, NY",10029,5.00,None,None,None,False,https://www.zocdoc.com/doctor/vincent-huang-md-242270
"Dr. Adam Romoff, MD",OB-GYN,Male,English,"New York, NY",10028,5.00,None,4.00,5.00,False,https://www.zocdoc.com/doctor/adam-romoff-md-288729
"Dr. Bradley Glodny, MD",Dermatologist,Male,English,"New York, NY",10013,4.84,393 reviews,4.57,4.84,False,https://www.zocdoc.com/doctor/bradley-glodny-md-142119
"Dr. Debra Glassman, DDS",Dentist,Female,English,"New York, NY",10023,5.00,8 reviews,4.88,5.00,False,https://www.zocdoc.com/dentist/debra-glassman-dds-289364
"Dr. Jin Chen, DC",Chiropractor,Male,"English
Chinese (Mandarin)
Chinese (Cantonese)
Chinese (Fujian)","New York, NY",10013,4.91,932 reviews,4.86,4.94,False,https://www.zocdoc.com/doctor/jin-chen-dc-55164
"Dr. Manish Mammen, MD","Physiatrist, Pain Management Specialist",Male,English,"New York, NY",None,4.79,180 reviews,4.65,4.79,True,https://www.zocdoc.com/doctor/manish-mammen-md-282926
"Dr. Krishna Patel, OD",Optometrist,Female,"English
Gujarati","New York, NY",10003,4.90,79 reviews,4.77,4.94,False,https://www.zocdoc.com/doctor/krishna-patel-od-287379
"Cristina Maria Fort, LCAT, ATR-BC",Psychotherapist,Female,English,"New York, NY",10001,5.00,1 review,5.00,5.00,True,https://www.zocdoc.com/professional/cristina-maria-fort-lcat-atr-bc-297233
"Dr. Shahzaib Nabi, MD",Oncologist,Male,English,"Bayside, NY",11361,None,None,None,None,False,https://www.zocdoc.com/doctor/shahzaib-nabi-md-297009
"Dr. Adam Persky, MD",Emergency Medicine Physician,Male,English,"New York, NY",None,4.73,None,3.91,4.91,True,https://www.zocdoc.com/doctor/adam-persky-md-285508
"Christine Bochenek, NP",Nurse Practitioner,Female,English,"New York, NY",10017,None,None,None,None,False,https://www.zocdoc.com/doctor/christine-bochenek-np-295076
"Dr. Mark Preminger, MD",Cardiac Electrophysiologist,Male,English,"New York, NY",10019,5.00,None,4.50,5.00,False,https://www.zocdoc.com/doctor/mark-preminger-md-157631
"Dawn Chimento, PT, MA",Physical Therapist,Female,English,"New York, NY",10023,None,None,None,None,False,https://www.zocdoc.com/professional/dawn-chimento-pt-ma-296474
"Dr. Michel Moulin, MD",Ophthalmologist,Male,"English
French
Spanish","New York, NY",10017,4.93,29 reviews,4.76,4.90,False,https://www.zocdoc.com/doctor/michel-moulin-md-176303
"Dr. Gunjeet Sahni, MD",Pediatrician,Female,"English
Spanish
Hindi
Tamil
Punjabi","New York, NY",10032,4.74,279 reviews,4.35,4.78,False,https://www.zocdoc.com/doctor/gunjeet-sahni-md-48224
"Dr. Jung (Phil) Kim, MD",Pain Management Specialist,Male,English,"New York, NY",10019,5.00,4 reviews,4.67,5.00,False,https://www.zocdoc.com/doctor/jung-phil-kim-md-252211
"Dr. Julie Solomon, MD",OB-GYN,Female,"English
Spanish","New York, NY",10016,4.92,204 reviews,4.07,4.94,True,https://www.zocdoc.com/doctor/julie-solomon-md-277010
"Dr. MaryAnn Danosos, DDS",Pediatric Dentist,Female,English,"New York, NY",10024,5.00,5 reviews,5.00,5.00,False,https://www.zocdoc.com/dentist/maryann-danosos-dds-294095
"Dr. Jaclyn Danoff Rudick, DMD",Dentist,Female,English,"Little Neck, NY",11362,5.00,None,5.00,5.00,False,https://www.zocdoc.com/dentist/jaclyn-danoff-rudick-dmd-285820
"Dr. Brina Maldonado, MD",OB-GYN,Female,English,"New York, NY",10012,5.00,None,4.60,5.00,False,https://www.zocdoc.com/doctor/brina-maldonado-md-286930
"Dr. Shaily Dinesh Shah, MD",Ophthalmologist,Female,"English
Spanish
Hindi
Gujarati","New York, NY",10021,5.00,10 reviews,4.56,5.00,False,https://www.zocdoc.com/doctor/shaily-dinesh-shah-md-290770
"Dr. Pruthvi Patel, MD","Gastroenterologist, Internist",Female,English,"Manhasset, NY",11030,5.00,6 reviews,4.17,5.00,False,https://www.zocdoc.com/doctor/pruthvi-patel-md-250568
"Dr. Fran Cook-Bolden, MD",Dermatologist,Female,English,"Briarcliff Manor, NY",10510,4.29,317 reviews,4.10,4.43,False,https://www.zocdoc.com/doctor/fran-cook-bolden-md-290858
"Dr. Robert Convissar, DDS","Dentist, Cosmetic Dentist",Male,"English
Spanish","New York, NY",10003,4.63,108 reviews,4.71,4.75,False,https://www.zocdoc.com/dentist/robert-convissar-dds-23036
"Dr. Michel Nassar, MD","Pediatric Otolaryngologist, Ear, Nose & Throat Doctor",Male,English,"Bronx, NY",10467,4.90,10 reviews,4.10,4.80,False,https://www.zocdoc.com/doctor/michel-nassar-md-204806
"Dr. David Alevi, MD","Cornea & External Diseases Specialist, Ophthalmologist",Male,English,"Bronx, NY",10451,4.87,95 reviews,4.86,4.92,False,https://www.zocdoc.com/doctor/david-alevi-md-235015
"Dr. Avnish Deobhakta, MD","Retina & Vitreous Surgeon, Ophthalmologist, Retina Specialist (Medical)",Male,English,"New York, NY",10028,4.84,37 reviews,4.39,5.00,False,https://www.zocdoc.com/doctor/avnish-deobhakta-md-145047
"Dr. Allison Gati, MD",Pediatrician,Female,English,"New York, NY",10024,5.00,None,4.33,5.00,False,https://www.zocdoc.com/doctor/allison-gati-md-182524
"Dr. Igor Chikunov, DDS","Prosthodontist, Dentist, Cosmetic Dentist",Male,"English
Russian
Ukrainian","New York, NY",10014,4.96,126 reviews,4.72,4.93,False,https://www.zocdoc.com/dentist/igor-chikunov-dds-58922
"Dr. Michael Mann, MD",Dermatologist,Male,"English
Hebrew","Woodmere, NY",11598,4.66,618 reviews,4.68,4.72,False,https://www.zocdoc.com/doctor/michael-mann-md-712
"Dr. Judah Chasky, DDS",Dentist,Male,"English
Hebrew","Brooklyn, NY",11223,5.00,8 reviews,4.88,5.00,False,https://www.zocdoc.com/dentist/judah-chasky-dds-291329
"Dr. David Kau, MD","Nephrologist, Internist, Primary Care Doctor",Male,English,"Brooklyn, NY",11207,4.75,16 reviews,4.13,4.73,False,https://www.zocdoc.com/doctor/david-kau-md-277692
"Dr. Brian Erlich, DO",Nephrologist,Male,English,"Rockville Centre, NY",11570,None,None,None,None,True,https://www.zocdoc.com/doctor/brian-erlich-do-286871
"Dr. Mikhail Kapchits, MD",Cardiologist,Male,"English
Russian","Forest Hills, NY",11375,4.57,44 reviews,3.90,4.54,True,https://www.zocdoc.com/doctor/mikhail-kapchits-md-277573
"Soon-Duck Lee, NP, ANP, FNP",Nurse Practitioner,Female,"English
Korean","Bronx, NY",10461,5.00,10 reviews,4.00,5.00,False,https://www.zocdoc.com/doctor/soon-duck-lee-np-anp-fnp-286433
"Dr. Saakshi Khattri, MD",Dermatologist,Female,English,"New York, NY",10029,4.90,210 reviews,4.75,4.86,False,https://www.zocdoc.com/doctor/saakshi-khattri-md-275195
"Dr. Jieying Shen, MD",Pediatrician,Female,"English
Chinese (Mandarin)
Chinese (Cantonese)","Flushing, NY",None,5.00,None,3.63,5.00,True,https://www.zocdoc.com/doctor/jieying-shen-md-283791
"Dr. Karl-Heinz Moehlen, MD",OB-GYN,Male,"English
German","New York, NY",10021,4.86,152 reviews,4.51,4.90,False,https://www.zocdoc.com/doctor/karl-heinz-moehlen-md-286841
"Jeffrey Wright, LMHC",Psychotherapist,Male,English,"New York, NY",10011,4.53,19 reviews,4.89,4.58,True,https://www.zocdoc.com/professional/jeffrey-wright-lmhc-253482
"Dr. Kyle Jonna, DDS",Dentist,Male,English,"New York, NY",10111,4.00,None,None,None,False,https://www.zocdoc.com/dentist/kyle-jonna-dds-294056
"Vanessa Li, PhD",Psychologist,Female,"English
Chinese (Mandarin)
Chinese (Cantonese)","New York, NY",None,5.00,9 reviews,5.00,5.00,True,https://www.zocdoc.com/doctor/vanessa-li-phd-297319
"Dr. Larry Schulman, MD","Pulmonologist, Internist, Primary Care Doctor",Male,"English
Spanish","New York, NY",10032,4.95,534 reviews,4.75,4.97,False,https://www.zocdoc.com/doctor/larry-schulman-md-124219
"Dr. Angelina Masheyeva, DDS",Dentist,Female,"English
Spanish
Hebrew
Russian","Brooklyn, NY",11204,5.00,None,4.50,4.93,False,https://www.zocdoc.com/dentist/angelina-masheyeva-dds-293900
"Dr. Pervaiz Iqbal, MD, FCCP","Pulmonologist, Internist",Male,"English
Arabic
Urdu
Punjabi","Brooklyn, NY",11213,4.52,343 reviews,3.74,4.52,False,https://www.zocdoc.com/doctor/pervaiz-iqbal-md-fccp-180515
"Dr. Irina Stoica, OD",Optometrist,Female,"English
Spanish
Romanian","New York, NY",10022,4.86,147 reviews,4.70,4.86,False,https://www.zocdoc.com/doctor/irina-stoica-od-217200
"Jaclyn Guarino, PAC",Physician Assistant,Female,English,"Garden City, NY",11530,4.95,64 reviews,4.75,5.00,True,https://www.zocdoc.com/doctor/jaclyn-guarino-pac-181663
"Michelle De Guzman, DPT, PT, OCS",Physical Therapist,Female,English,"New York, NY",10022,5.00,8 reviews,5.00,5.00,False,https://www.zocdoc.com/professional/michelle-de-guzman-dpt-pt-ocs-280952
"Yasanthi Soans, PhD",Psychologist,Female,English,"New York, NY",10011,5.00,15 reviews,5.00,5.00,False,https://www.zocdoc.com/doctor/yasanthi-soans-phd-189484
"Kelley Hershman, LMHC, MA",Psychotherapist,Female,English,"New York, NY",10012,4.14,118 reviews,4.60,4.28,False,https://www.zocdoc.com/professional/kelley-hershman-lmhc-ma-155799
"Adam Biec, LMHC",Psychotherapist,Male,"English
Polish","New York, NY",10016,4.55,89 reviews,4.87,4.63,True,https://www.zocdoc.com/professional/adam-biec-lmhc-144619
"Norma Haughton, NP","Family Nurse Practitioner, Nurse Practitioner",Female,English,"Brooklyn, NY",11216,None,None,None,None,False,https://www.zocdoc.com/doctor/norma-haughton-np-295662
"Dr. Joon Song, MD, FACOG, PhD","Gynecologist, OB-GYN",Male,"English
Spanish
Dutch
Korean","New York, NY",10016,4.67,519 reviews,4.72,4.68,False,https://www.zocdoc.com/doctor/joon-song-md-facog-phd-207467
"Dr. Howard Welsh, MD",Psychiatrist,Male,English,"New York, NY",10024,4.94,16 reviews,5.00,5.00,True,https://www.zocdoc.com/doctor/howard-welsh-md-143820
"Dr. Samuel Rafalin, MD",OB-GYN,Male,"English
Spanish
Hebrew","New York, NY",10019,4.66,129 reviews,4.48,4.75,False,https://www.zocdoc.com/doctor/samuel-rafalin-md-101836
"Dr. Irene Bokser, DDS","Periodontist, Dentist, Cosmetic Dentist, Dental Pain Specialist",Female,"English
Spanish
Italian
view all","Bayside, NY",11361,4.75,201 reviews,4.76,4.71,False,https://www.zocdoc.com/dentist/irene-bokser-dds-54863
"Bennett Roth, PhD",Psychologist,Male,English,"New York, NY",10010,5.00,2 reviews,5.00,5.00,True,https://www.zocdoc.com/doctor/bennett-roth-phd-297480
"Dr. Natan Dorfman, OD",Optometrist,Male,"English
Spanish
Russian","New York, NY",10003,4.59,401 reviews,4.68,4.67,False,https://www.zocdoc.com/doctor/natan-dorfman-od-18128
"Dr. Tuyen Lehmann, DDS",Dentist,Female,"English
Vietnamese","New York, NY",10016,4.93,201 reviews,4.79,4.92,True,https://www.zocdoc.com/dentist/tuyen-lehmann-dds-168
"Dr. Melanie Grossman, MD",Dermatologist,Female,English,"New York, NY",10016,5.00,11 reviews,4.91,5.00,False,https://www.zocdoc.com/doctor/melanie-grossman-md-175727
"Dr. Maura Cosetti, MD",Neuro-Otologist,Female,English,"New York, NY",10029,4.80,5 reviews,4.40,5.00,False,https://www.zocdoc.com/doctor/maura-cosetti-md-242112
"Dr. Nicholas Argerakis, DPM",Podiatrist,Male,English,"New York, NY",10065,4.86,83 reviews,4.87,4.90,False,https://www.zocdoc.com/doctor/nicholas-argerakis-dpm-101877
"Dr. Sharanjit Burmy, OD",Optometrist,Female,English,"Astoria, NY",11102,4.89,85 reviews,4.35,4.84,False,https://www.zocdoc.com/doctor/sharanjit-burmy-od-24046
"Dr. Janine Ellis, DDS",Orthodontist,Female,English,"Great Neck, NY",11021,5.00,None,5.00,5.00,False,https://www.zocdoc.com/dentist/janine-ellis-dds-278846
"Dr. Ezra Israel, MD","Internist, Primary Care Doctor",Male,"English
Spanish
Hebrew","Brooklyn, NY",11229,4.85,166 reviews,4.25,4.91,True,https://www.zocdoc.com/doctor/ezra-israel-md-121624
"Rose Shanet, DPT",Physical Therapist,Female,English,"New York, NY",10028,5.00,None,None,None,False,https://www.zocdoc.com/professional/rose-shanet-dpt-293584
"Dr. Justin Ben Zvi, DDS","Dentist, Cosmetic Dentist",Male,English,"Brooklyn, NY",11204,4.95,158 reviews,4.81,4.91,False,https://www.zocdoc.com/dentist/justin-ben-zvi-dds-102257
"Jamie Karia, LCSW",Psychotherapist,Female,"English
Spanish","New York, NY",10005,5.00,23 reviews,4.78,5.00,True,https://www.zocdoc.com/professional/jamie-karia-lcsw-294267
"Dr. David Inwood, MD","Child and Adolescent Psychiatrist, Psychiatrist",Male,English,"Brooklyn, NY",11201,4.63,35 reviews,4.50,4.56,False,https://www.zocdoc.com/doctor/david-inwood-md-105684
"Rori Crosson, LCSW",Psychotherapist,Female,English,"New York, NY",None,None,None,None,None,True,https://www.zocdoc.com/professional/rori-crosson-lcsw-297349
"Dr. Daniel L. Motola, MD, PhD",Gastroenterologist,Male,English,"New York, NY",10017,4.91,713 reviews,4.79,4.92,True,https://www.zocdoc.com/doctor/daniel-l-motola-md-phd-173998
"Dr. Angela Hon, MD",Urgent Care Specialist,Female,"English
Spanish","New York, NY",10025,4.39,76 reviews,4.50,4.57,False,https://www.zocdoc.com/doctor/angela-hon-md-275316
"Dr. Elena Jones, MD",Dermatologist,Female,English,"Bronx, NY",10462,4.65,130 reviews,4.10,4.77,True,https://www.zocdoc.com/doctor/elena-jones-md-156223
"Dr. Muhammad Mirza, MD","Neurologist, Internist",Male,English,"New York, NY",10017,4.09,33 reviews,4.64,4.09,False,https://www.zocdoc.com/doctor/muhammad-mirza-md-14528
"Ji Sung Kim, LAc",Acupuncturist,Female,"English
Korean","New York, NY",10019,4.80,10 reviews,4.67,4.78,True,https://www.zocdoc.com/doctor/ji-sung-kim-lac-297871
"Dr. Laurie Malkoff, MD",Psychiatrist,Female,English,"New York, NY",10011,5.00,8 reviews,5.00,4.88,False,https://www.zocdoc.com/doctor/laurie-malkoff-md-186688
"Dr. Morris Nejat, MD","Allergist, Immunologist",Male,"English
Spanish
Farsi","Glendale, NY",11385,4.77,1098 reviews,4.33,4.76,False,https://www.zocdoc.com/doctor/morris-nejat-md-843
"Dr. David Sands, DPM",Podiatrist,Male,English,"Great Neck, NY",11021,4.90,202 reviews,4.86,4.92,True,https://www.zocdoc.com/doctor/david-sands-dpm-48341
"Dr. Amin Ayoub, DDS","Dentist, Cosmetic Dentist",Male,English,"New York, NY",10001,4.51,43 reviews,4.83,4.54,False,https://www.zocdoc.com/dentist/amin-ayoub-dds-60067
"Dr. Steven Rosenzweig, DC",Chiropractor,Male,English,"Middle Village, NY",11379,4.69,51 reviews,4.68,4.66,False,https://www.zocdoc.com/doctor/steven-rosenzweig-dc-158306
"Rebecca Kostopoulos, PMHNP-BC, MSN, RN","Adult Psychiatric & Mental Health Nurse Practitioner, Nurse Practitioner",Female,English,"New York, NY",None,4.75,None,5.00,5.00,True,https://www.zocdoc.com/doctor/rebecca-kostopoulos-pmhnp-bc-msn-rn-297403
"Caroline Scotta de Oliveira, PT",Physical Therapist,Female,"English
Portuguese","New York, NY",10010,4.91,159 reviews,4.91,4.94,True,https://www.zocdoc.com/professional/caroline-scotta-de-oliveira-pt-78575
"Mario Nova, PAC",Physician Assistant,Male,English,"Rego Park, NY",11374,None,None,None,None,False,https://www.zocdoc.com/doctor/mario-nova-pac-286207
"Dr. Peter Tatarenko, DC",Chiropractor,Male,English,"Freeport, NY",11520,None,None,None,None,False,https://www.zocdoc.com/doctor/peter-tatarenko-dc-282389
"Dr. Omri Ayalon, MD","Hand Surgeon, Orthopedic Surgeon",Male,English,"New York, NY",10019,4.94,47 reviews,4.44,4.84,False,https://www.zocdoc.com/doctor/omri-ayalon-md-274524
"Dr. Monica Halem, MD, FAAD",Dermatologist,Female,"English
Spanish","New York, NY",10075,4.76,744 reviews,4.24,4.84,False,https://www.zocdoc.com/doctor/monica-halem-md-faad-42621
"Dr. Alexandra Yungelson, DDS","Dentist, Cosmetic Dentist",Female,"English
Spanish
Russian","New York, NY",10011,4.85,550 reviews,4.73,4.89,False,https://www.zocdoc.com/dentist/alexandra-yungelson-dds-146206
"Dr. Lisa Persaud, MD",Internist,Female,English,"Far Rockaway, NY",11691,5.00,4 reviews,3.00,4.75,False,https://www.zocdoc.com/doctor/lisa-persaud-md-287244
"Dr. Carolina Escobedo Bando, DMD","Pediatric Dentist, Dentist",Female,"English
Spanish","New York, NY",10007,5.00,2 reviews,5.00,5.00,False,https://www.zocdoc.com/dentist/carolina-escobedo-bando-dmd-289990
"Islam Abdelmohsen, DPT, MPT, PT",Physical Therapist,Male,"English
Arabic
Russian","Brooklyn, NY",11223,5.00,5 reviews,5.00,5.00,False,https://www.zocdoc.com/professional/islam-abdelmohsen-dpt-mpt-pt-296638
"Dr. Jamieson Greenwald, MD",OB-GYN,Female,English,"New York, NY",10012,4.84,197 reviews,4.62,4.84,False,https://www.zocdoc.com/doctor/jamieson-greenwald-md-248922
"Dr. Niles Drake, MD",Psychiatrist,Male,English,"New York, NY",10019,4.97,68 reviews,4.91,4.97,False,https://www.zocdoc.com/doctor/niles-drake-md-47850
"Dr. Jeffrey Schildhorn, MD","Orthopedic Surgeon, Shoulder Surgeon",Male,English,"New York, NY",10065,4.88,1085 reviews,4.37,4.91,False,https://www.zocdoc.com/doctor/jeffrey-schildhorn-md-148295
"Theresa Sturley, LCSW",Psychotherapist,Female,English,"Brooklyn, NY",11201,4.83,12 reviews,5.00,4.67,False,https://www.zocdoc.com/professional/theresa-sturley-lcsw-157875
"Dr. Hooman Poor, MD",Pulmonary Diseases and Critical Care Medicine Specialist,Male,English,"New York, NY",None,None,None,None,None,False,https://www.zocdoc.com/doctor/hooman-poor-md-250187
"Dr. Mario Voloshin, DPM, FACFAS",Podiatrist,Male,"English
Russian","Brooklyn, NY",11210,5.00,4 reviews,5.00,5.00,False,https://www.zocdoc.com/doctor/mario-voloshin-dpm-facfas-292730
"Dr. Zane Hoffman, DC",Chiropractor,Male,English,"Rego Park, NY",11374,5.00,16 reviews,5.00,5.00,False,https://www.zocdoc.com/doctor/zane-hoffman-dc-287023
"Caitlin Klein, LAc",Acupuncturist,Female,English,"New York, NY",10010,5.00,3 reviews,5.00,5.00,False,https://www.zocdoc.com/doctor/caitlin-klein-lac-296604
"Kyle Callis Bugg, PsyD",Psychologist,Male,English,"New York, NY",10011,5.00,12 reviews,4.90,5.00,True,https://www.zocdoc.com/doctor/kyle-callis-bugg-psyd-135138
"Dr. Caitlin Miner, DPM",Foot & Ankle Specialist,Female,English,"New York, NY",10028,5.00,3 reviews,5.00,5.00,False,https://www.zocdoc.com/doctor/caitlin-miner-dpm-292274
"Kevin T. Barry, PhD",Psychologist,Male,"English
Spanish
Assamese","New Rochelle, NY",10801,None,None,None,None,False,https://www.zocdoc.com/doctor/kevin-t-barry-phd-141376
"Dr. Sarah Girardi, MD, FACS","Urological Surgeon, Urologist",Female,English,"Manhasset, NY",11030,4.95,168 reviews,4.13,4.96,False,https://www.zocdoc.com/doctor/sarah-girardi-md-facs-140059
"Boris Bobyr, NP","Adult Nurse Practitioner, Nurse Practitioner",Male,"English
Spanish
Russian","Brooklyn, NY",11214,5.00,7 reviews,4.29,4.71,False,https://www.zocdoc.com/doctor/boris-bobyr-np-288828
"Dr. Sarah Schuback, DMD",Dentist,Female,English,"New York, NY",10011,4.87,62 reviews,4.72,4.97,False,https://www.zocdoc.com/dentist/sarah-schuback-dmd-277059
"Dr. Christopher Riegler, MD",Anesthesiologist,Male,English,"New York, NY",10017,None,None,None,None,False,https://www.zocdoc.com/doctor/christopher-riegler-md-295082
"Dr. Linda Perez, MD",OB-GYN,Female,"English
Spanish","Jackson Heights, NY",11372,4.87,324 reviews,4.41,4.90,False,https://www.zocdoc.com/doctor/linda-perez-md-124455
"Dr. Olga Likhtman, OD",Optometrist,Female,English,"Forest Hills, NY",11375,3.89,None,3.22,3.89,False,https://www.zocdoc.com/doctor/olga-likhtman-od-147474
"Dr. Jonathan Aronbayev, MD","Internist, Primary Care Doctor",Male,English,"Rego Park, NY",11374,4.81,106 reviews,4.30,4.88,True,https://www.zocdoc.com/doctor/jonathan-aronbayev-md-141046
"Dr. Charmaine Young, DO","Family Physician, Primary Care Doctor",Female,"English
Chinese (Cantonese)","New York, NY",None,4.91,189 reviews,4.64,4.89,True,https://www.zocdoc.com/doctor/charmaine-young-do-204810
"Dr. George Zikos, OD",Optometrist,Male,"English
Greek","Astoria, NY",11102,5.00,13 reviews,4.85,4.92,False,https://www.zocdoc.com/doctor/george-zikos-od-256276
"Dr. Stuart Kesner, DDS","Dentist, Cosmetic Dentist",Male,"English
Spanish
Afrikaans","Kew Gardens Hills, NY",11367,4.83,52 reviews,4.73,4.80,False,https://www.zocdoc.com/dentist/stuart-kesner-dds-255
"Dr. Kareem Halim, MD",Dermatologist,Male,English,"New York, NY",None,4.90,121 reviews,4.72,4.92,False,https://www.zocdoc.com/doctor/kareem-halim-md-292468
"Marina Fay, PA",Physician Assistant,Female,English,"Forest Hills, NY",11375,4.71,17 reviews,4.29,4.93,False,https://www.zocdoc.com/doctor/marina-fay-pa-287743
"Christine Borelli, PhD",Psychologist,Female,English,"New York, NY",34102,None,None,None,None,False,https://www.zocdoc.com/doctor/christine-borelli-phd-298375
"Dr. Aaron Grotas, MD",Urologist,Male,English,"New York, NY",None,4.96,55 reviews,4.37,5.00,True,https://www.zocdoc.com/doctor/aaron-grotas-md-283494
"Dr. Weiyi Gao, MD",Neurologist,Female,"English
Spanish
Chinese (Mandarin)","New York, NY",None,5.00,2 reviews,5.00,5.00,True,https://www.zocdoc.com/doctor/weiyi-gao-md-196004
"Dr. Amir Marashi, MD",OB-GYN,Male,"English
French
Spanish
view all","Brooklyn, NY",11201,4.54,718 reviews,3.78,4.58,False,https://www.zocdoc.com/doctor/amir-marashi-md-19307
"Dr. Roxanna Jimenez, MD",Pulmonologist,Female,"English
Spanish","Jackson Heights, NY",11372,5.00,None,4.50,5.00,False,https://www.zocdoc.com/doctor/roxanna-jimenez-md-278385
"Dr. Thomas Kearn, DC",Chiropractor,Male,English,"New York, NY",10036,4.92,90 reviews,4.89,4.94,False,https://www.zocdoc.com/doctor/thomas-kearn-dc-237867
"Kenneth Hollander, LP",Psychotherapist,Male,English,"New York, NY",None,5.00,5 reviews,5.00,5.00,True,https://www.zocdoc.com/professional/kenneth-hollander-lp-295164
"Dr. Elyse Kerschner, DDS",Pediatric Dentist,Female,English,"New York, NY",10014,4.96,25 reviews,4.71,4.88,False,https://www.zocdoc.com/dentist/elyse-kerschner-dds-130237
"Dr. Beth Silverstein, DO",Neurologist,Female,English,"Forest Hills, NY",11375,4.61,123 reviews,3.75,4.66,False,https://www.zocdoc.com/doctor/beth-silverstein-do-188058
"Louis Cianni, LCSW",Psychotherapist,Male,English,"New York, NY",None,5.00,15 reviews,5.00,5.00,True,https://www.zocdoc.com/professional/louis-cianni-lcsw-291787
"Dr. Moshe Rubin, MD",Gastroenterologist,Male,English,"New York, NY",10028,4.83,122 reviews,4.34,4.88,True,https://www.zocdoc.com/doctor/moshe-rubin-md-3824
"Tom Hildebrandt, PsyD",Psychologist,Male,English,"New York, NY",10029,None,None,None,None,False,https://www.zocdoc.com/doctor/tom-hildebrandt-psyd-253398
"Dr. Tamiesha Frempong, MD","Pediatric / Strabismus Eye Doctor, Pediatrician, Ophthalmologist",Female,English,"New York, NY",10029,4.65,17 reviews,4.19,4.88,False,https://www.zocdoc.com/doctor/tamiesha-frempong-md-13059
