Name,Specialties,Gender,Language,Video_Visit,City,Zipcode,Total_Reviews,Overall_Ratings,Wait_Time_Score,Manner_Score,Level_1,Level_2,Doc_Urls
"Dr. Nidhi Dugar, MD",Internist,Female,English,False,Jackson Heights,11372,86.0,4.72,4.43,4.68,0,0,https://www.zocdoc.com/doctor/nidhi-dugar-md-251057
"Dr. Nidhi Dugar, MD",Internist,Female,Hindi,False,Jackson Heights,11372,86.0,4.72,4.43,4.68,0,1,https://www.zocdoc.com/doctor/nidhi-dugar-md-251057
"Dr. Nidhi Dugar, MD",General Doctor,Female,English,False,Jackson Heights,11372,86.0,4.72,4.43,4.68,1,0,https://www.zocdoc.com/doctor/nidhi-dugar-md-251057
"Dr. Nidhi Dugar, MD",General Doctor,Female,Hindi,False,Jackson Heights,11372,86.0,4.72,4.43,4.68,1,1,https://www.zocdoc.com/doctor/nidhi-dugar-md-251057
"Dr. Mark Gray, MD, FACOG",OB-GYN,Male,English,True,New York,,1179.0,4.82,4.5,4.79,0,0,https://www.zocdoc.com/doctor/mark-gray-facog-md-14210
"Elana Sidorina, PT",Therapist,Female,English,True,New York,10017,8.0,5.0,5.0,5.0,0,0,https://www.zocdoc.com/professional/elana-sidorina-pt-277321
"Elana Sidorina, PT",Therapist,Female,Russian,True,New York,10017,8.0,5.0,5.0,5.0,0,1,https://www.zocdoc.com/professional/elana-sidorina-pt-277321
"Diane Stemple, PhD",Psychologist,Female,English,True,Brooklyn,,11.0,4.73,5.0,4.9,0,0,https://www.zocdoc.com/doctor/diane-stemple-phd-193440
"Dr. Donald Kaminsky, MD",Specialist,Male,English,True,New York,,21.0,5.0,4.82,5.0,0,0,https://www.zocdoc.com/doctor/donald-kaminsky-md-282226
"Dr. Donald Kaminsky, MD",Internist,Male,English,True,New York,,21.0,5.0,4.82,5.0,1,0,https://www.zocdoc.com/doctor/donald-kaminsky-md-282226
"Dr. Donald Kaminsky, MD",General Doctor,Male,English,True,New York,,21.0,5.0,4.82,5.0,2,0,https://www.zocdoc.com/doctor/donald-kaminsky-md-282226
"Peter Benjamin, DPT",Therapist,Male,English,False,New York,10038,1.0,5.0,5.0,5.0,0,0,https://www.zocdoc.com/professional/peter-benjamin-dpt-284285
"Peter Benjamin, DPT",Therapist,Male,Russian,False,New York,10038,1.0,5.0,5.0,5.0,0,1,https://www.zocdoc.com/professional/peter-benjamin-dpt-284285
"Dr. Darlene Alfieri, MD",Internist,Female,English,False,Bronx,10463,74.0,4.95,4.49,4.91,0,0,https://www.zocdoc.com/doctor/darlene-alfieri-md-207433
"Dr. Darlene Alfieri, MD",General Doctor,Female,English,False,Bronx,10463,74.0,4.95,4.49,4.91,1,0,https://www.zocdoc.com/doctor/darlene-alfieri-md-207433
"Briony Pittaway, LMHC",Therapist,Female,English,True,New York,10016,,,,,0,0,https://www.zocdoc.com/professional/briony-pittaway-lmhc-292246
"Dr. Khadeen Cheesman, MD",Endocrinologist,Female,English,True,New York,,26.0,4.96,4.71,4.92,0,0,https://www.zocdoc.com/doctor/khadeen-cheesman-md-186051
"Dr. Khadeen Cheesman, MD",Internist,Female,English,True,New York,,26.0,4.96,4.71,4.92,1,0,https://www.zocdoc.com/doctor/khadeen-cheesman-md-186051
"Dr. Khadeen Cheesman, MD",General Doctor,Female,English,True,New York,,26.0,4.96,4.71,4.92,2,0,https://www.zocdoc.com/doctor/khadeen-cheesman-md-186051
"Dr. Ludmilla Bronfin, MD",Neurologist,Female,English,True,New York,10016,776.0,4.64,3.62,4.65,0,0,https://www.zocdoc.com/doctor/ludmilla-bronfin-md-60804
"Dr. Ludmilla Bronfin, MD", Neurologist,Female,English,True,New York,10016,776.0,4.64,3.62,4.65,1,0,https://www.zocdoc.com/doctor/ludmilla-bronfin-md-60804
"Alice Sorensen, LCAT",Therapist,Female,English,True,New York,10017,,4.75,5.0,5.0,0,0,https://www.zocdoc.com/professional/alice-sorensen-lcat-293529
"Maribell Sanchez-Rivera, LAc",Acupuncturist,Female,English,False,New York,10006,8.0,5.0,5.0,5.0,0,0,https://www.zocdoc.com/doctor/maribell-sanchez-rivera-lac-290030
"Dr. Jeffrey Delson, MD",Internist,Male,English,False,New York,10014,2945.0,4.78,4.6,4.8,0,0,https://www.zocdoc.com/doctor/jeffrey-delson-md-3326
"Dr. Jeffrey Delson, MD",General Doctor,Male,English,False,New York,10014,2945.0,4.78,4.6,4.8,1,0,https://www.zocdoc.com/doctor/jeffrey-delson-md-3326
"Dr. Durga Maddineni, MD",General Doctor,Female,English,False,Sunnyside,11104,200.0,4.63,4.18,4.64,0,0,https://www.zocdoc.com/doctor/durga-maddineni-md-157977
"Dr. Joe Vongvorachoti, MD",Physiatrist,Male,English,True,New York,,190.0,4.55,4.55,4.49,0,0,https://www.zocdoc.com/doctor/joe-vongvorachoti-md-282923
"Dr. Mee Kyung (Michelle) Han, DMD",Dentist,Female,English,False,New York,10038,281.0,4.98,4.91,4.97,0,0,https://www.zocdoc.com/dentist/mee-kyung-michelle-han-dmd-237098
"Dr. Mee Kyung (Michelle) Han, DMD",Dentist,Female,Korean,False,New York,10038,281.0,4.98,4.91,4.97,0,1,https://www.zocdoc.com/dentist/mee-kyung-michelle-han-dmd-237098
"Dr. Ritika Merai, DC",Chiropractor,Female,English,False,New York,10028,7.0,5.0,5.0,5.0,0,0,https://www.zocdoc.com/doctor/ritika-merai-dc-288439
"Nisha Manglani, LCSW",Therapist,Female,English,True,New York,,5.0,5.0,5.0,5.0,0,0,https://www.zocdoc.com/professional/nisha-manglani-lcsw-297666
"Dr. Jonathan Trager, MD",Dermatologist,Male,English,False,Brooklyn,11217,52.0,4.75,4.74,4.78,0,0,https://www.zocdoc.com/doctor/jonathan-trager-md-291770
"Dr. Sze Wong, MD",Specialist,Male,English,False,New York,10013,,5.0,,,0,0,https://www.zocdoc.com/doctor/sze-wong-md-290684
"Dr. Gustavo Fernandez-Ranvier, MD",Surgeon,Male,English,False,Astoria,11102,,5.0,4.5,5.0,0,0,https://www.zocdoc.com/doctor/gustavo-fernandez-ranvier-md-247283
"Dr. Gustavo Fernandez-Ranvier, MD",Surgeon,Male,Spanish,False,Astoria,11102,,5.0,4.5,5.0,0,1,https://www.zocdoc.com/doctor/gustavo-fernandez-ranvier-md-247283
"Dr. Jed Kaminetsky, MD",Urologist,Male,English,False,New York,10016,722.0,4.6,4.29,4.58,0,0,https://www.zocdoc.com/doctor/jed-kaminetsky-md-48127
"Dr. Jed Kaminetsky, MD",Urologist,Male,Spanish,False,New York,10016,722.0,4.6,4.29,4.58,0,1,https://www.zocdoc.com/doctor/jed-kaminetsky-md-48127
"Dr. Jed Kaminetsky, MD",Urologist,Male,Italian,False,New York,10016,722.0,4.6,4.29,4.58,0,2,https://www.zocdoc.com/doctor/jed-kaminetsky-md-48127
"Dr. Diana Nassar, MD",General Doctor,Female,English,True,New York,,89.0,4.82,4.57,4.95,0,0,https://www.zocdoc.com/doctor/diana-nassar-md-291987
"Dr. Diana Nassar, MD",General Doctor,Female,Arabic,True,New York,,89.0,4.82,4.57,4.95,0,1,https://www.zocdoc.com/doctor/diana-nassar-md-291987
"Dr. Chandhana Paka, MD",OB-GYN,Female,English,False,New York,10019,141.0,4.75,4.3,4.77,0,0,https://www.zocdoc.com/doctor/chandhana-paka-md-203437
"Dr. Mimi Yeung, DDS",Dentist,Female,English,False,New York,10019,60.0,4.75,4.77,4.89,0,0,https://www.zocdoc.com/dentist/mimi-yeung-dds-119349
"Dr. Mimi Yeung, DDS",Dentist,Female,Spanish,False,New York,10019,60.0,4.75,4.77,4.89,0,1,https://www.zocdoc.com/dentist/mimi-yeung-dds-119349
"Dr. Mimi Yeung, DDS",Dentist,Female,Chinese (Mandarin),False,New York,10019,60.0,4.75,4.77,4.89,0,2,https://www.zocdoc.com/dentist/mimi-yeung-dds-119349
"Dr. Mimi Yeung, DDS",Specialist,Female,English,False,New York,10019,60.0,4.75,4.77,4.89,2,0,https://www.zocdoc.com/dentist/mimi-yeung-dds-119349
"Dr. Mimi Yeung, DDS",Specialist,Female,Spanish,False,New York,10019,60.0,4.75,4.77,4.89,2,1,https://www.zocdoc.com/dentist/mimi-yeung-dds-119349
"Dr. Mimi Yeung, DDS",Specialist,Female,Chinese (Mandarin),False,New York,10019,60.0,4.75,4.77,4.89,2,2,https://www.zocdoc.com/dentist/mimi-yeung-dds-119349
"Lucas Mayrsohn, LMSW",Therapist,Male,English,True,New York,10006,4.0,5.0,5.0,5.0,0,0,https://www.zocdoc.com/professional/lucas-mayrsohn-lmsw-295611
"Dr. Maribel Montes, DDS",Dentist,Female,English,False,Woodside,11377,40.0,4.85,4.49,4.87,0,0,https://www.zocdoc.com/dentist/maribel-montes-dds-79945
"Dr. Maribel Montes, DDS",Dentist,Female,Spanish,False,Woodside,11377,40.0,4.85,4.49,4.87,0,1,https://www.zocdoc.com/dentist/maribel-montes-dds-79945
"Dr. Sarah Jawhari, DMD",Dentist,Female,English,False,New York,10075,,4.0,4.0,4.0,0,0,https://www.zocdoc.com/dentist/sarah-jawhari-dmd-291907
"Dr. Sarah Jawhari, DMD",Dentist,Female,French,False,New York,10075,,4.0,4.0,4.0,0,1,https://www.zocdoc.com/dentist/sarah-jawhari-dmd-291907
"Dr. Sarah Jawhari, DMD",Dentist,Female,Spanish,False,New York,10075,,4.0,4.0,4.0,0,2,https://www.zocdoc.com/dentist/sarah-jawhari-dmd-291907
"Dr. Sarah Jawhari, DMD",Dentist,Female,Arabic,False,New York,10075,,4.0,4.0,4.0,0,3,https://www.zocdoc.com/dentist/sarah-jawhari-dmd-291907
"Dr. Matthew Pabis, MD",General Doctor,Male,English,True,New York,10003,150.0,4.93,4.49,4.96,0,0,https://www.zocdoc.com/doctor/matthew-pabis-md-221792
"Dr. Matthew Pabis, MD",General Doctor,Male,Polish,True,New York,10003,150.0,4.93,4.49,4.96,0,1,https://www.zocdoc.com/doctor/matthew-pabis-md-221792
"Zarin Yaqubie, MS",Therapist,Female,English,False,New York,10016,3.0,5.0,5.0,5.0,0,0,https://www.zocdoc.com/professional/zarin-yaqubie-ms-292264
"Dr. Kenneth Levey, MD, MPH",OB-GYN,Male,English,True,New York,10038,184.0,4.65,4.05,4.6,0,0,https://www.zocdoc.com/doctor/kenneth-levey-md-mph-1797
"Sharon Campbell, DNP, FNP, MSN",Nurse Practitioner,Female,English,True,Brooklyn,11212,351.0,4.68,4.22,4.74,0,0,https://www.zocdoc.com/doctor/sharon-campbell-dnp-fnp-msn-115498
"Diana Morozov, PsyD",Psychologist,Female,English,False,Brooklyn,11217,9.0,5.0,4.89,5.0,0,0,https://www.zocdoc.com/doctor/diana-morozov-psyd-147022
"Dr. Halina Stec, MD",General Doctor,Female,English,False,Stamford,06902,,,,,0,0,https://www.zocdoc.com/doctor/halina-stec-md-3349
"Dr. Halina Stec, MD",General Doctor,Female,Polish,False,Stamford,06902,,,,,0,1,https://www.zocdoc.com/doctor/halina-stec-md-3349
"Dr. Julie Shah, OD",Eye Doctor,Female,English,False,New York,10176,486.0,4.91,4.75,4.93,0,0,https://www.zocdoc.com/doctor/julie-shah-od-171640
"Dr. Raymond Swainson, DDS",Dentist,Male,English,False,New York,10022,10.0,4.9,4.7,5.0,0,0,https://www.zocdoc.com/dentist/raymond-swainson-dds-193047
"Dr. Behnaz Garemani, DDS",Dentist,Female,English,False,New York,10019,407.0,4.82,4.8,4.87,0,0,https://www.zocdoc.com/dentist/behnaz-garemani-dds-164280
"Dr. Behnaz Garemani, DDS",Dentist,Female,Spanish,False,New York,10019,407.0,4.82,4.8,4.87,0,1,https://www.zocdoc.com/dentist/behnaz-garemani-dds-164280
"Dr. Behnaz Garemani, DDS",Specialist,Female,English,False,New York,10019,407.0,4.82,4.8,4.87,2,0,https://www.zocdoc.com/dentist/behnaz-garemani-dds-164280
"Dr. Behnaz Garemani, DDS",Specialist,Female,Spanish,False,New York,10019,407.0,4.82,4.8,4.87,2,1,https://www.zocdoc.com/dentist/behnaz-garemani-dds-164280
"Dr. Jose Alberty Oller, MD",Surgeon,Male,English,False,Long Island City,11102,,,,,0,0,https://www.zocdoc.com/doctor/jose-alberty-oller-md-248339
"Dr. Jose Alberty Oller, MD",Surgeon,Male,Spanish,False,Long Island City,11102,,,,,0,1,https://www.zocdoc.com/doctor/jose-alberty-oller-md-248339
"Noam Schneck, PhD",Psychologist,Male,English,True,New York,10019,8.0,5.0,5.0,5.0,0,0,https://www.zocdoc.com/doctor/noam-schneck-phd-242650
"Dr. Angel Caraballo, MD",Psychiatrist,Male,English,True,New York,,23.0,4.83,4.9,4.95,0,0,https://www.zocdoc.com/professional/angel-caraballo-md-13561
"Dr. Angel Caraballo, MD",Psychiatrist,Male,Spanish,True,New York,,23.0,4.83,4.9,4.95,0,1,https://www.zocdoc.com/professional/angel-caraballo-md-13561
"Dr. Angel Caraballo, MD",Therapist,Male,English,True,New York,,23.0,4.83,4.9,4.95,2,0,https://www.zocdoc.com/professional/angel-caraballo-md-13561
"Dr. Angel Caraballo, MD",Therapist,Male,Spanish,True,New York,,23.0,4.83,4.9,4.95,2,1,https://www.zocdoc.com/professional/angel-caraballo-md-13561
"Dr. Matthew Kilgo, MD, FACS",Surgeon,Male,English,True,New York,,24.0,4.75,3.91,4.7,0,0,https://www.zocdoc.com/doctor/matthew-kilgo-md-facs-47883
"Dr. Stephanie Behringer, MD",Endocrinologist,Female,English,False,New York,,92.0,4.76,4.3,4.83,0,0,https://www.zocdoc.com/doctor/stephanie-behringer-md-277239
"Dr. Stephanie Behringer, MD",Endocrinologist,Female,German,False,New York,,92.0,4.76,4.3,4.83,0,1,https://www.zocdoc.com/doctor/stephanie-behringer-md-277239
"Dr. John Pilavas, MD",Surgeon,Male,English,True,Astoria,11106,530.0,4.87,4.51,4.87,0,0,https://www.zocdoc.com/doctor/john-pilavas-md-148381
"Dr. John Pilavas, MD",Surgeon,Male,Spanish,True,Astoria,11106,530.0,4.87,4.51,4.87,0,1,https://www.zocdoc.com/doctor/john-pilavas-md-148381
"Dr. John Pilavas, MD",Surgeon,Male,Greek,True,Astoria,11106,530.0,4.87,4.51,4.87,0,2,https://www.zocdoc.com/doctor/john-pilavas-md-148381
"Dr. John Pilavas, MD",Eye Doctor,Male,English,True,Astoria,11106,530.0,4.87,4.51,4.87,1,0,https://www.zocdoc.com/doctor/john-pilavas-md-148381
"Dr. John Pilavas, MD",Eye Doctor,Male,Spanish,True,Astoria,11106,530.0,4.87,4.51,4.87,1,1,https://www.zocdoc.com/doctor/john-pilavas-md-148381
"Dr. John Pilavas, MD",Eye Doctor,Male,Greek,True,Astoria,11106,530.0,4.87,4.51,4.87,1,2,https://www.zocdoc.com/doctor/john-pilavas-md-148381
"Dr. John Pilavas, MD",Specialist,Male,English,True,Astoria,11106,530.0,4.87,4.51,4.87,2,0,https://www.zocdoc.com/doctor/john-pilavas-md-148381
"Dr. John Pilavas, MD",Specialist,Male,Spanish,True,Astoria,11106,530.0,4.87,4.51,4.87,2,1,https://www.zocdoc.com/doctor/john-pilavas-md-148381
"Dr. John Pilavas, MD",Specialist,Male,Greek,True,Astoria,11106,530.0,4.87,4.51,4.87,2,2,https://www.zocdoc.com/doctor/john-pilavas-md-148381
"Dr. Rakhil Rubinova, DO",Endocrinologist,Female,English,True,Rego Park,11374,9.0,4.89,4.67,4.89,0,0,https://www.zocdoc.com/doctor/rakhil-rubinova-do-288384
"Dr. Rakhil Rubinova, DO",Endocrinologist,Female,Russian,True,Rego Park,11374,9.0,4.89,4.67,4.89,0,1,https://www.zocdoc.com/doctor/rakhil-rubinova-do-288384
"Dr. Kevin J. Warner, DPM",Podiatrist,Male,English,False,New York,10038,42.0,4.88,4.93,4.93,0,0,https://www.zocdoc.com/doctor/kevin-j-warner-dpm-236949
"Aryeh Wiederkehr, LCSW",Therapist,Male,English,False,Brooklyn,11230,,,,,0,0,https://www.zocdoc.com/professional/aryeh-wiederkehr-lcsw-285076
"Dr. Adam Stanger, DC",Chiropractor,Male,English,False,New York,10017,15.0,5.0,4.87,5.0,0,0,https://www.zocdoc.com/doctor/adam-stanger-dc-294837
"Dr. Peter Chen, DDS",Dentist,Male,English,False,New York,10029,,,,,0,0,https://www.zocdoc.com/dentist/peter-chen-dds-258010
"Dr. Peter Chen, DDS",Dentist,Male,Chinese (Mandarin),False,New York,10029,,,,,0,1,https://www.zocdoc.com/dentist/peter-chen-dds-258010
"Dr. Peter Chen, DDS",Dentist,Male,Chinese (Cantonese),False,New York,10029,,,,,0,2,https://www.zocdoc.com/dentist/peter-chen-dds-258010
"Dr. Susan Bard, MD",Dermatologist,Female,English,True,New York,10010,95.0,4.67,4.43,4.78,0,0,https://www.zocdoc.com/doctor/susan-bard-md-285409
"Dr. Ammar Mahmoud, MD",OB-GYN,Male,English,False,New York,10021,30.0,4.57,3.7,4.53,0,0,https://www.zocdoc.com/doctor/ammar-mahmoud-md-286782
"Dr. Shimin Cao, MD",Internist,Male,English,True,Flushing,,,4.88,4.38,4.88,0,0,https://www.zocdoc.com/doctor/shimin-cao-md-283770
"Dr. Shimin Cao, MD",General Doctor,Male,English,True,Flushing,,,4.88,4.38,4.88,1,0,https://www.zocdoc.com/doctor/shimin-cao-md-283770
"Dr. Sam Libenzon, DC",Chiropractor,Male,English,False,New York,10022,435.0,4.88,4.92,4.86,0,0,https://www.zocdoc.com/doctor/sam-libenzon-dc-50416
"Sneha Gazi, DPT, PT",Therapist,Female,English,True,New York,,,,,,0,0,https://www.zocdoc.com/professional/sneha-gazi-dpt-pt-298622
"Sneha Gazi, DPT, PT",Therapist,Female,Tamil,True,New York,,,,,,0,1,https://www.zocdoc.com/professional/sneha-gazi-dpt-pt-298622
"Dr. George Todd, MD",Surgeon,Male,English,False,New York,10019,,,,,0,0,https://www.zocdoc.com/doctor/george-todd-md-243665
"James Clementi, MA",Therapist,Male,English,True,New York,10016,,5.0,,,0,0,https://www.zocdoc.com/professional/james-clementi-ma-292253
"Dr. Emmanuel Loucas, MD",Dermatologist,Male,English,True,New York,10021,1563.0,4.83,4.02,4.84,0,0,https://www.zocdoc.com/doctor/emmanuel-loucas-md-458
"Dr. Emmanuel Loucas, MD",Dermatologist,Male,Spanish,True,New York,10021,1563.0,4.83,4.02,4.84,0,1,https://www.zocdoc.com/doctor/emmanuel-loucas-md-458
"Petra Vospernik, PhD, JD",Psychologist,Female,English,True,New York,10011,33.0,4.64,4.8,4.77,0,0,https://www.zocdoc.com/professional/petra-vospernik-phd-jd-241314
"Petra Vospernik, PhD, JD",Psychologist,Female,German,True,New York,10011,33.0,4.64,4.8,4.77,0,1,https://www.zocdoc.com/professional/petra-vospernik-phd-jd-241314
"Petra Vospernik, PhD, JD",Psychologist,Female,Italian,True,New York,10011,33.0,4.64,4.8,4.77,0,2,https://www.zocdoc.com/professional/petra-vospernik-phd-jd-241314
"Petra Vospernik, PhD, JD",Psychologist,Female,Chinese (Cantonese),True,New York,10011,33.0,4.64,4.8,4.77,0,3,https://www.zocdoc.com/professional/petra-vospernik-phd-jd-241314
"Petra Vospernik, PhD, JD",Therapist,Female,English,True,New York,10011,33.0,4.64,4.8,4.77,1,0,https://www.zocdoc.com/professional/petra-vospernik-phd-jd-241314
"Petra Vospernik, PhD, JD",Therapist,Female,German,True,New York,10011,33.0,4.64,4.8,4.77,1,1,https://www.zocdoc.com/professional/petra-vospernik-phd-jd-241314
"Petra Vospernik, PhD, JD",Therapist,Female,Italian,True,New York,10011,33.0,4.64,4.8,4.77,1,2,https://www.zocdoc.com/professional/petra-vospernik-phd-jd-241314
"Petra Vospernik, PhD, JD",Therapist,Female,Chinese (Cantonese),True,New York,10011,33.0,4.64,4.8,4.77,1,3,https://www.zocdoc.com/professional/petra-vospernik-phd-jd-241314
"Dr. Valentina Sasieta, DDS",Dentist,Female,English,False,New York,10005,47.0,4.94,4.82,4.96,0,0,https://www.zocdoc.com/dentist/valentina-sasieta-dds-276464
"Dr. Publius Martins, MD",Internist,Male,English,False,Staten Island,10310,15.0,4.87,4.0,5.0,0,0,https://www.zocdoc.com/doctor/publius-martins-md-7895
"Dr. Lance Greiff, DPM",Podiatrist,Male,English,False,Great Neck,11021,356.0,4.91,4.47,4.92,0,0,https://www.zocdoc.com/doctor/lance-greiff-dpm-44277
"Dr. Madeline Fields, MD",Neurologist,Female,English,False,New York,10029,,5.0,4.0,5.0,0,0,https://www.zocdoc.com/doctor/madeline-fields-md-196233
"Dr. Madeline Fields, MD", Neurologist,Female,English,False,New York,10029,,5.0,4.0,5.0,1,0,https://www.zocdoc.com/doctor/madeline-fields-md-196233
"Sarah Sinson, PT",Therapist,Female,English,True,Sunnyside,11104,22.0,5.0,4.95,5.0,0,0,https://www.zocdoc.com/professional/sarah-sinson-pt-248135
"Sarah Sinson, PT",Therapist,Female,Filipino,True,Sunnyside,11104,22.0,5.0,4.95,5.0,0,1,https://www.zocdoc.com/professional/sarah-sinson-pt-248135
"Dr. Fouad Surur, MD",OB-GYN,Male,English,False,New York,10065,70.0,4.89,4.71,4.86,0,0,https://www.zocdoc.com/doctor/fouad-surur-md-154542
"Dr. Fouad Surur, MD",OB-GYN,Male,French,False,New York,10065,70.0,4.89,4.71,4.86,0,1,https://www.zocdoc.com/doctor/fouad-surur-md-154542
"Dr. Nazar Shcheglov, DDS",Dentist,Male,English,False,New York,10039,85.0,4.64,4.2,4.67,0,0,https://www.zocdoc.com/dentist/nazar-shcheglov-dds-132365
"Dr. Nazar Shcheglov, DDS",Dentist,Male,Spanish,False,New York,10039,85.0,4.64,4.2,4.67,0,1,https://www.zocdoc.com/dentist/nazar-shcheglov-dds-132365
"Dr. Nazar Shcheglov, DDS",Dentist,Male,Russian,False,New York,10039,85.0,4.64,4.2,4.67,0,2,https://www.zocdoc.com/dentist/nazar-shcheglov-dds-132365
"Dr. Nazar Shcheglov, DDS",Dentist,Male,Polish,False,New York,10039,85.0,4.64,4.2,4.67,0,3,https://www.zocdoc.com/dentist/nazar-shcheglov-dds-132365
"Dr. Nazar Shcheglov, DDS",Dentist,Male,Ukrainian,False,New York,10039,85.0,4.64,4.2,4.67,0,4,https://www.zocdoc.com/dentist/nazar-shcheglov-dds-132365
"Dr. Michael Salamatbad, DO",General Doctor,Male,English,True,Great Neck,11023,76.0,4.79,4.7,4.83,0,0,https://www.zocdoc.com/doctor/michael-salamatbad-do-166567
"Dr. Michael Salamatbad, DO",General Doctor,Male,Farsi,True,Great Neck,11023,76.0,4.79,4.7,4.83,0,1,https://www.zocdoc.com/doctor/michael-salamatbad-do-166567
"Dr. Bushra Helmandi, DC",Chiropractor,Female,English,False,New York,10006,278.0,4.92,4.9,4.94,0,0,https://www.zocdoc.com/doctor/bushra-helmandi-dc-163755
"Dr. Bushra Helmandi, DC",Chiropractor,Female,Farsi,False,New York,10006,278.0,4.92,4.9,4.94,0,1,https://www.zocdoc.com/doctor/bushra-helmandi-dc-163755
"Dr. Alan Rosales, DMD",Dentist,Male,English,False,New York,10001,3.0,5.0,4.33,5.0,0,0,https://www.zocdoc.com/dentist/alan-rosales-dmd-294505
"Dr. Tim Mainardi, MD",Allergist,Male,English,False,New York,10007,903.0,4.96,4.87,4.96,0,0,https://www.zocdoc.com/doctor/tim-mainardi-md-39108
"Dr. Steven Kosterich, DC",Chiropractor,Male,English,True,New Rochelle,10805,,,,,0,0,https://www.zocdoc.com/doctor/steven-kosterich-dc-297556
"Dr. Fahimeh Sasan, DO",OB-GYN,Female,English,False,New York,10011,61.0,4.72,4.71,4.65,0,0,https://www.zocdoc.com/doctor/fahimeh-sasan-do-290234
"Dr. Abraham Glasman, MD",Neurologist,Male,English,True,Great Neck,11021,212.0,4.89,4.54,4.9,0,0,https://www.zocdoc.com/doctor/abraham-glasman-md-88802
"Dr. David Ko, MD",Pediatric Doctors,Male,English,True,Flushing,,11.0,5.0,4.36,5.0,0,0,https://www.zocdoc.com/doctor/david-ko-md-283779
"Dr. David Ko, MD",Pediatric Doctors,Male,Chinese (Mandarin),True,Flushing,,11.0,5.0,4.36,5.0,0,1,https://www.zocdoc.com/doctor/david-ko-md-283779
"Dr. Michael Feldman, MD",Psychiatrist,Male,English,False,New York,10011,2.0,5.0,4.5,5.0,0,0,https://www.zocdoc.com/professional/michael-feldman-md-194927
"Dr. Michael Feldman, MD",Therapist,Male,English,False,New York,10011,2.0,5.0,4.5,5.0,2,0,https://www.zocdoc.com/professional/michael-feldman-md-194927
"Dr. Jacob Klein, DC",Chiropractor,Male,English,False,New York,10001,1.0,5.0,5.0,5.0,0,0,https://www.zocdoc.com/doctor/jacob-klein-dc-287854
"Dr. Adejoke Babalola, DPM, FACFAOM",Podiatrist,Female,English,False,New York,10021,409.0,4.77,4.73,4.77,0,0,https://www.zocdoc.com/doctor/adejoke-babalola-dpm-facfaom-31152
"Irina Kopeykina, MS",Therapist,Female,English,True,New York,10017,,,,,0,0,https://www.zocdoc.com/professional/irina-kopeykina-ms-294099
"Robert York, LMHC",Therapist,Male,English,False,New York,10010,43.0,4.67,4.95,4.68,0,0,https://www.zocdoc.com/professional/robert-york-lmhc-242599
"Dr. Anya Brodsky, DDS",Dentist,Female,English,False,New York,10023,255.0,4.94,4.9,5.0,0,0,https://www.zocdoc.com/dentist/anya-brodsky-dds-149537
"Dr. Yelena Tsyba, DO",OB-GYN,Female,English,False,Forest Hills,11375,533.0,4.26,3.85,4.32,0,0,https://www.zocdoc.com/doctor/yelena-tsyba-do-11591
"Dr. Yelena Tsyba, DO",OB-GYN,Female,Russian,False,Forest Hills,11375,533.0,4.26,3.85,4.32,0,1,https://www.zocdoc.com/doctor/yelena-tsyba-do-11591
"Dr. Eric Littman, DC",Chiropractor,Male,English,True,New York,10011,180.0,4.9,4.94,4.91,0,0,https://www.zocdoc.com/doctor/eric-littman-dc-142216
"Joseph Pasquale, PAC",General Doctor,Male,English,True,Smithtown,11787,40.0,4.88,4.77,4.97,0,0,https://www.zocdoc.com/doctor/joseph-pasquale-pac-286868
"Dr. Gerard Igel, MD",Pediatric Doctors,Male,English,False,Bronx,10463,20.0,5.0,4.65,5.0,0,0,https://www.zocdoc.com/doctor/gerard-igel-md-205405
"Dr. Gerard Igel, MD",Pediatric Doctors,Male,Hebrew,False,Bronx,10463,20.0,5.0,4.65,5.0,0,1,https://www.zocdoc.com/doctor/gerard-igel-md-205405
"Aneela Choudhary, LMSW",Therapist,Female,English,False,Brooklyn,11215,,,,,0,0,https://www.zocdoc.com/professional/aneela-choudhary-lmsw-298610
"Dr. Allie Nadelson, MD",Eye Doctor,Female,English,False,New York,10075,209.0,4.86,4.65,4.91,0,0,https://www.zocdoc.com/doctor/allie-nadelson-md-274933
"Dr. Allie Nadelson, MD",Eye Doctor,Female,Spanish,False,New York,10075,209.0,4.86,4.65,4.91,0,1,https://www.zocdoc.com/doctor/allie-nadelson-md-274933
"Donghyun (Don) Seo, DPT, OCS",Therapist,Male,English,False,Long Island City,11101,61.0,5.0,5.0,4.98,0,0,https://www.zocdoc.com/professional/donghyun-don-seo-dpt-ocs-290826
"Donghyun (Don) Seo, DPT, OCS",Therapist,Male,Korean,False,Long Island City,11101,61.0,5.0,5.0,4.98,0,1,https://www.zocdoc.com/professional/donghyun-don-seo-dpt-ocs-290826
"Dr. David Forsh, MD",Surgeon,Male,English,False,New York,10029,3.0,5.0,4.67,5.0,0,0,https://www.zocdoc.com/doctor/david-forsh-md-244140
"Dr. Robin McKinney, DO",General Doctor,Female,English,False,New York,10035,162.0,4.77,4.28,4.78,0,0,https://www.zocdoc.com/doctor/robin-mckinney-do-234340
"Dr. Robin McKinney, DO",Specialist,Female,English,False,New York,10035,162.0,4.77,4.28,4.78,2,0,https://www.zocdoc.com/doctor/robin-mckinney-do-234340
